fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,loq,footnote,min_year_acquired,name,unit_name
1119340,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1119505,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1119561,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1119673,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1119940,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1119955,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1120239,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1120305,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1120973,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1121778,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1122028,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1122060,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1122204,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1122244,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1122416,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1122523,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1122814,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1123060,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1123129,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1123407,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1123408,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1123521,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1123938,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1124226,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1124862,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1125619,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1125828,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1126143,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1126144,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1126209,1257,0.78,,70.0,,,,,,,"Fatty acids, total trans",G
1126921,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1126945,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1126973,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1127043,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1127082,1257,0.5,,70.0,,,,,,,"Fatty acids, total trans",G
1127441,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1127888,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1128024,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1128275,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1128276,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1128810,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1129278,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1129312,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1129488,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1129601,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1129627,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1129792,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1130117,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1130236,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1130611,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1130838,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1130967,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1131062,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1131268,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1131414,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1132160,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1132561,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1132912,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1133013,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1133051,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1133537,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1133784,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1134198,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1134406,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1134636,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1134819,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1135557,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1136620,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1136765,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1136978,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1137105,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1137138,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1137176,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1137407,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1137439,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1137735,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1137918,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1138138,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1138575,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1138686,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1139103,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
1139652,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
167551,1257,0.0,0.0,68.0,,,,,,,"Fatty acids, total trans",G
168370,1257,0.012,0.0,49.0,,,,,,,"Fatty acids, total trans",G
168460,1257,0.0,0.0,68.0,,,,,,,"Fatty acids, total trans",G
168526,1257,0.0,0.0,68.0,,,,,,,"Fatty acids, total trans",G
169836,1257,0.104,0.0,49.0,,,,,,,"Fatty acids, total trans",G
170078,1257,0.0,0.0,68.0,,,,,,,"Fatty acids, total trans",G
170422,1257,0.0,0.0,68.0,,,,,,,"Fatty acids, total trans",G
170700,1257,0.296,0.0,49.0,,,,,,,"Fatty acids, total trans",G
170702,1257,0.2,1.0,47.0,,,,,,,"Fatty acids, total trans",G
170732,1257,0.113,0.0,49.0,,,,,,,"Fatty acids, total trans",G
170851,1257,0.333,0.0,49.0,,,,,,,"Fatty acids, total trans",G
171634,1257,0.237,0.0,49.0,,,,,,,"Fatty acids, total trans",G
171838,1257,0.19,0.0,47.0,,,,,,,"Fatty acids, total trans",G
171895,1257,0.001,1.0,1.0,,,,,,,"Fatty acids, total trans",G
172362,1257,34.162,0.0,49.0,,,,,,,"Fatty acids, total trans",G
172909,1257,0.003,0.0,65.0,,,,,,,"Fatty acids, total trans",G
173207,1257,0.0,0.0,68.0,,,,,,,"Fatty acids, total trans",G
173995,1257,0.215,0.0,18.0,,,,,,,"Fatty acids, total trans",G
174092,1257,0.0,0.0,44.0,,,,,,,"Fatty acids, total trans",G
174708,1257,0.7,0.0,49.0,,,,,,,"Fatty acids, total trans",G
175232,1257,0.0,1.0,44.0,,,,,,,"Fatty acids, total trans",G
344774,1257,0.4,,78.0,,,,,,,"Fatty acids, total trans",G
344980,1257,0.0,,78.0,,,,,,,"Fatty acids, total trans",G
345013,1257,0.0,,78.0,,,,,,,"Fatty acids, total trans",G
345215,1257,0.1,,78.0,,,,,,,"Fatty acids, total trans",G
345449,1257,0.0,,78.0,,,,,,,"Fatty acids, total trans",G
345563,1257,0.0,,77.0,,,,,,,"Fatty acids, total trans",G
345942,1257,0.1,,78.0,,,,,,,"Fatty acids, total trans",G
345947,1257,0.0,,78.0,,,,,,,"Fatty acids, total trans",G
346321,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
346506,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347022,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347105,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347265,1257,0.15,,71.0,,,,,,,"Fatty acids, total trans",G
347312,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347432,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347525,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347540,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347640,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347699,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
347873,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
348040,1257,0.1,,78.0,,,,,,,"Fatty acids, total trans",G
348659,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
348747,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
348804,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
348901,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
349101,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
349128,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
349153,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
349579,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
349956,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
350216,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
350219,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
350305,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
350421,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
350498,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
350782,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351123,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351153,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351209,1257,0.04,,78.0,,,,,,,"Fatty acids, total trans",G
351394,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351439,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351703,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351711,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351817,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351827,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
351929,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
352067,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
352276,1257,0.06,,78.0,,,,,,,"Fatty acids, total trans",G
352278,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
352567,1257,0.01,,78.0,,,,,,,"Fatty acids, total trans",G
352775,1257,0.0,,78.0,,,,,,,"Fatty acids, total trans",G
353165,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
353184,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
353186,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
353256,1257,0.29,,78.0,,,,,,,"Fatty acids, total trans",G
353554,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
353612,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
353740,1257,0.0,,78.0,,,,,,,"Fatty acids, total trans",G
354221,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
354396,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
355078,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
355278,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
355311,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
355419,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
355441,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
355637,1257,0.0,,78.0,,,,,,,"Fatty acids, total trans",G
356129,1257,0.0,,71.0,,,,,,,"Fatty acids, total trans",G
356489,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
356607,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
356750,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357139,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357197,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357269,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357369,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357444,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357657,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357819,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357848,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
357894,1257,3.57,,70.0,,,,,,,"Fatty acids, total trans",G
357907,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
358063,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
358068,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
358139,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
358383,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
358653,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
358757,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
359593,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
359778,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
359888,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
359994,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
360378,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
360544,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
360688,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
360820,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
361122,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
361305,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
361663,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
361882,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
362264,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
362424,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
362539,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
362613,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
363075,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
363198,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
363867,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
364158,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
364184,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
364460,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
364555,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
364688,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
364904,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
366759,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
366938,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
367117,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
367176,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
367294,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
367610,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
367743,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
368431,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
368540,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
368700,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
369185,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
369424,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
369712,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
370393,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
370776,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
370860,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
371220,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
371567,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
372074,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
372505,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
372597,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
372665,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
372798,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
372869,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
373011,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
373104,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
373257,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
373285,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
374210,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
374224,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
374247,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
374282,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
374806,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
375425,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
375485,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
375672,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
376225,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
376402,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
376417,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
376650,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
376983,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
377513,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
377532,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
377535,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
377779,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
377866,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
378125,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
378131,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
378289,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
378583,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
378748,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
379055,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
379057,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
379066,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
379450,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
379723,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
379746,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
379886,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
380120,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
380212,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
380265,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
380267,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
380471,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
380708,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
381118,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
381249,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
381294,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
381315,1257,10.71,,70.0,,,,,,,"Fatty acids, total trans",G
381376,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
381482,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
381867,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
382154,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
382705,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
383612,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
383765,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
383893,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
383937,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
384085,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
384171,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
384437,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
384488,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
384775,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
384819,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
384998,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
385328,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
385974,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
386075,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
386090,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
386244,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
387606,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
387890,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
388258,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
388351,1257,1.67,,73.0,,,,,,,"Fatty acids, total trans",G
388570,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
388670,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
388705,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
389079,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
389190,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
389232,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
389430,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
390916,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
391010,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
391167,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
391327,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
391591,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
391702,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
392795,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
393002,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
393039,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
393348,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
393418,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
393638,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
394487,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
394566,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
394815,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
394926,1257,0.0,,70.0,,,,,,,"Fatty acids, total trans",G
